fixture_key	role	library_order	category	playlist_title	playlist_index	video_id	title	url	channel	upload_date	duration_seconds	view_count_at_harvest	availability	embeddable	age_limit	has_vtt	vtt_tracks	shared_with_a1
A2_LIB_077	CURRENT_LIBRARY	77	Node/Express	NodeJS & ExpressJS	17	N8GhaR7K3tI	MVC model | MVC model	https://www.youtube.com/watch?v=N8GhaR7K3tI	F8 Official	20200803	328	74522	public	True	0	True	vi,vi-orig	False
A2_LIB_078	CURRENT_LIBRARY	78	Node/Express	NodeJS & ExpressJS	18	Pd_ZIpCVZPc	MVC Routes & Controllers | Mô hình MVC	https://www.youtube.com/watch?v=Pd_ZIpCVZPc	F8 Official	20200805	2680	81800	public	True	0	True	vi,vi-orig	False
A2_LIB_079	CURRENT_LIBRARY	79	Node/Express	NodeJS & ExpressJS	25	nqLXmpEgU2w	[CRUD] Read from DB | Đọc Database | Xây dựng phần trang chủ	https://www.youtube.com/watch?v=nqLXmpEgU2w	F8 Official	20200808	1446	60480	public	True	0	True	vi,vi-orig	False
A2_LIB_080	CURRENT_LIBRARY	80	Node/Express	NodeJS & ExpressJS	30	dstdrBsf7ag	Soft delete | Kĩ thuật xóa mềm | Thực hành NodeJS	https://www.youtube.com/watch?v=dstdrBsf7ag	F8 Official	20200816	2991	27582	public	True	0	True	vi,vi-orig	False
A2_HIST_01	HISTORICAL		Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	1	7L0RLrfrBHE	[FULL] Khóa Học Java Cơ Bản Từ A tới Z cho Beginner | Học Java Từ Số 0 với Hỏi Dân IT	https://www.youtube.com/watch?v=7L0RLrfrBHE	Hỏi Dân IT	20240215	38238	304018	public	True	0	True	vi,vi-orig	True
A2_HIST_02	HISTORICAL		DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	6	MoD_cqJ9s6g	#33 [C++]. Double-Ended Queue Data Structure | Deque In C++	https://www.youtube.com/watch?v=MoD_cqJ9s6g	28tech	20210906	2231	31902	public	True	0	True	vi,vi-orig	False
A2_HIST_03	HISTORICAL		DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	9	gYG70ULXbW4	#32 [C++]. Queue Data Structures in C++ | How Queues Work	https://www.youtube.com/watch?v=gYG70ULXbW4	28tech	20210906	4107	73038	public	True	0	True	vi,vi-orig	False
A2_HIST_04	HISTORICAL		JavaScript	Javascript Cơ Bản	5	CLbx37dqYEI	Khai báo biến | Làm quen với cú pháp trong JavaScript	https://www.youtube.com/watch?v=CLbx37dqYEI	F8 Official	20200109	246	215105	public	True	0	False		False
A2_HIST_05	HISTORICAL		JavaScript	Javascript Cơ Bản	17	P-fMQ3elxSE	Kiểu dữ liệu trong JavaScript | Các kiểu dữ liệu JS	https://www.youtube.com/watch?v=P-fMQ3elxSE	F8 Official	20200109	1259	116852	public	True	0	False		False
A2_HIST_06	HISTORICAL		JavaScript	Javascript Cơ Bản	23	YzO65uOJNMg	Mảng trong JavaScript | JavaScript array	https://www.youtube.com/watch?v=YzO65uOJNMg	F8 Official	20200111	608	97858	public	True	0	False		False
A2_HIST_07	HISTORICAL		JavaScript	Javascript Cơ Bản	25	4g9ENVc2KLA	Hàm trong JavaScript | JavaScript function	https://www.youtube.com/watch?v=4g9ENVc2KLA	F8 Official	20200112	430	86875	public	True	0	False		False
A2_HIST_08	HISTORICAL		JavaScript	Javascript Cơ Bản	31	orIXdOPFWeM	Object trong JavaScript | Khái niệm object	https://www.youtube.com/watch?v=orIXdOPFWeM	F8 Official	20200114	697	97126	public	True	0	False		False
A2_HIST_09	HISTORICAL		React Hooks	✅ Học React Hooks cơ bản (2020)	4	SIAGpAaLSaI	React hooks: 03 - Dùng useState() qua ví dụ đơn giản (2020)	https://www.youtube.com/watch?v=SIAGpAaLSaI	Easy Frontend	20200402	1239	40201	public	True	0	True	vi,vi-orig	True
A2_HIST_10	HISTORICAL		React Hooks	✅ Học React Hooks cơ bản (2020)	5	G27sfcWlMzc	React hooks: 04 - useState() via TodoList example (2020)	https://www.youtube.com/watch?v=G27sfcWlMzc	Easy Frontend	20200403	1016	36480	public	True	0	True	vi,vi-orig	False
A2_HIST_11	HISTORICAL		React Hooks	✅ Học React Hooks cơ bản (2020)	9	jwfjgRBcUgE	React hooks: 08 - Pagination with useEffect hooks (2020) 😍	https://www.youtube.com/watch?v=jwfjgRBcUgE	Easy Frontend	20200407	1049	46229	public	True	0	True	vi,vi-orig	False
A2_HIST_12	HISTORICAL		Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	22	mAMrnCFRH-Y	#14 Bắt Đầu Với Git Siêu Căn Bản Cho Beginners - Đẩy Project Lên Github - Bài 03	https://www.youtube.com/watch?v=mAMrnCFRH-Y	Hỏi Dân IT	20210526	1049	16245	public	True	0	True	vi,vi-orig	False
A2_HIST_13	HISTORICAL		Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	29	Wtt5uC4HWAA	#20 Tạo tables, thêm dữ liệu database với Sequelize CLI - Cấu hình database cho Node.JS phần 2	https://www.youtube.com/watch?v=Wtt5uC4HWAA	Hỏi Dân IT	20210530	1757	40096	public	True	0	True	vi,vi-orig	False
A2_HIST_14	HISTORICAL		Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	31	Lzu2Weq8edE	#22 Database Analysis of Medical Appointment Backend Project | Node.JS Configuration Part 4	https://www.youtube.com/watch?v=Lzu2Weq8edE	Hỏi Dân IT	20210603	538	20689	public	True	0	True	vi,vi-orig	False
A2_HIST_15	HISTORICAL		Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	32	_YEKpvabzCQ	#23 Creating All Models, Migrations, and Seeders for the Medical Appointment Booking Project - Pa...	https://www.youtube.com/watch?v=_YEKpvabzCQ	Hỏi Dân IT	20210606	4315	32548	public	True	0	True	vi,vi-orig	False
A2_HIST_16	HISTORICAL		Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	34	ExIXyILeOyc	#25 CRUD với Node.js và Sequelize - Sử Dụng ORM Để Tạo Dữ Liệu Mới Vào Database (Create) - Phần 1	https://www.youtube.com/watch?v=ExIXyILeOyc	Hỏi Dân IT	20210607	3453	29889	public	True	0	True	vi,vi-orig	False
A2_HIST_17	HISTORICAL		Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	35	aBKOMmItvpQ	#26 CRUD with Node.js and Sequelize - Using ORM to Display Data (Read) - Part 2	https://www.youtube.com/watch?v=aBKOMmItvpQ	Hỏi Dân IT	20210608	1868	17770	public	True	0	True	vi,vi-orig	False
A2_HIST_18	HISTORICAL		Node/Express	NodeJS & ExpressJS	3	HLEu57iLrRo	SSR & CSR | Sever side rendering | Client side rendering	https://www.youtube.com/watch?v=HLEu57iLrRo	F8 Official	20200722	758	75560	public	True	0	True	vi,vi-orig	False
A2_HIST_19	HISTORICAL		Node/Express	NodeJS & ExpressJS	14	6LdwSrTCmo4	Query parameters | Chuỗi truy vấn	https://www.youtube.com/watch?v=6LdwSrTCmo4	F8 Official	20200731	667	43733	public	True	0	True	vi,vi-orig	False
A2_HIST_20	HISTORICAL		Node/Express	NodeJS & ExpressJS	27	bvZ1_P9eCpw	[CRUD] Create new course | Create new course page | NodeJS practice	https://www.youtube.com/watch?v=bvZ1_P9eCpw	F8 Official	20200810	1731	47908	public	True	0	True	vi,vi-orig	False
