"source_role"	"library_order"	"youtube_video_id"	"video_title"	"note_fixture_key"	"note_timestamp_seconds"	"note_text"	"evidence_type"	"vtt_track"	"cue_start_seconds"	"linked_task_fixture_key"	"linked_task_title"	"linked_task_deadline_class"
"CURRENT_LIBRARY"	"29"	"Lgy0tRU7Zcc"	"(Cấp tốc) Thuộc ngay 100 mẫu câu giao tiếp nơi công sở để TỰ TIN nói chuyện với đồng nghiệp nhé"	"a1-note-LIBRARY_29-3"	"2590"	"Luyện hội thoại theo tình huống cuối tuần giúp nhớ cách hỏi và trả lời tự nhiên."	"VTT_CUE"	"vi-orig"	"2590"	""	""	""
"CURRENT_LIBRARY"	"29"	"Lgy0tRU7Zcc"	"(Cấp tốc) Thuộc ngay 100 mẫu câu giao tiếp nơi công sở để TỰ TIN nói chuyện với đồng nghiệp nhé"	"a1-note-LIBRARY_29-4"	"3831"	"We're on track to meet our deadline nghĩa là đang đúng tiến độ để kịp hạn."	"VTT_CUE"	"vi-orig"	"3831"	""	""	""
"CURRENT_LIBRARY"	"30"	"lqWDu83zHDg"	"Hướng Dẫn Tự Học Tiếng Anh Từ Con Số 0 | The Anh English"	"a1-note-LIBRARY_30-1"	"830"	"Tự học cần chủ động tìm cách học thay vì chỉ hỏi từng điểm ngữ pháp rời rạc."	"VTT_CUE"	"vi-orig"	"830"	"a1-task-has-30"	"Lập cách tự học tiếng Anh"	"UPCOMING"
"CURRENT_LIBRARY"	"30"	"lqWDu83zHDg"	"Hướng Dẫn Tự Học Tiếng Anh Từ Con Số 0 | The Anh English"	"a1-note-LIBRARY_30-2"	"2498"	"Học tiếng Anh đều đặn mỗi ngày giúp tích lũy và tiến bộ dần."	"VTT_CUE"	"vi-orig"	"2498"	""	""	""
"CURRENT_LIBRARY"	"30"	"lqWDu83zHDg"	"Hướng Dẫn Tự Học Tiếng Anh Từ Con Số 0 | The Anh English"	"a1-note-LIBRARY_30-3"	"4211"	"Bắt đầu nói trước lớp có thể khiến người dạy hồi hộp; luyện tập giúp tự tin hơn."	"VTT_CUE"	"vi-orig"	"4211"	""	""	""
"CURRENT_LIBRARY"	"30"	"lqWDu83zHDg"	"Hướng Dẫn Tự Học Tiếng Anh Từ Con Số 0 | The Anh English"	"a1-note-LIBRARY_30-4"	"5949"	"Dùng ví dụ và câu hỏi cụ thể giúp luyện cách diễn đạt tiếng Anh."	"VTT_CUE"	"vi-orig"	"5949"	""	""	""
"CURRENT_LIBRARY"	"30"	"lqWDu83zHDg"	"Hướng Dẫn Tự Học Tiếng Anh Từ Con Số 0 | The Anh English"	"a1-note-LIBRARY_30-5"	"7655"	"Một giáo trình tốt và môi trường học cùng nhau giúp định hướng việc tự học."	"VTT_CUE"	"vi-orig"	"7655"	""	""	""
"CURRENT_LIBRARY"	"31"	"Cw0J6jYJtzw"	"Spring Boot Tutorial for Beginners | Full Course 2025"	"a1-note-LIBRARY_31-1"	"485"	"Git giúp theo dõi thay đổi và đưa mã nguồn lên GitHub."	"VTT_CUE"	"vi"	"485"	"a1-task-has-31"	"Kiểm tra thay đổi Git trước khi đẩy lên GitHub"	""
"CURRENT_LIBRARY"	"31"	"Cw0J6jYJtzw"	"Spring Boot Tutorial for Beginners | Full Course 2025"	"a1-note-LIBRARY_31-2"	"1532"	"Docker có thể được cài từ trang chính thức bằng Docker Desktop."	"VTT_CUE"	"vi"	"1532"	""	""	""
"CURRENT_LIBRARY"	"31"	"Cw0J6jYJtzw"	"Spring Boot Tutorial for Beginners | Full Course 2025"	"a1-note-LIBRARY_31-3"	"2555"	"Ứng dụng đã kết nối được với cơ sở dữ liệu thông qua cấu hình datasource."	"VTT_CUE"	"vi"	"2555"	""	""	""
"CURRENT_LIBRARY"	"31"	"Cw0J6jYJtzw"	"Spring Boot Tutorial for Beginners | Full Course 2025"	"a1-note-LIBRARY_31-4"	"3705"	"Spring Boot có thể dùng để xây dựng API; phần điều khiển gọi vào lớp xử lý phía dưới."	"VTT_CUE"	"vi"	"3705"	""	""	""
"CURRENT_LIBRARY"	"32"	"her_7pa0vrg"	"Spring Security | FULL COURSE"	"a1-note-LIBRARY_32-1"	"1549"	"Khóa học giới thiệu xác thực dựa trên biểu mẫu, Basic và JWT."	"VTT_CUE"	"vi"	"1549"	"a1-task-has-32"	"Ôn ba cách xác thực trong Spring Security"	"UPCOMING"
"CURRENT_LIBRARY"	"32"	"her_7pa0vrg"	"Spring Security | FULL COURSE"	"a1-note-LIBRARY_32-2"	"4636"	"Phân quyền có thể giới hạn quyền đọc và ghi API theo vai trò của người dùng."	"VTT_CUE"	"vi"	"4636"	""	""	""
"CURRENT_LIBRARY"	"32"	"her_7pa0vrg"	"Spring Security | FULL COURSE"	"a1-note-LIBRARY_32-3"	"7881"	"Bộ lọc của Spring Security có thể chạy trên mỗi request và kiểm tra token."	"VTT_CUE"	"vi"	"7881"	""	""	""
"CURRENT_LIBRARY"	"32"	"her_7pa0vrg"	"Spring Security | FULL COURSE"	"a1-note-LIBRARY_32-4"	"11045"	"Thông tin người dùng có thể được lấy từ datasource như PostgreSQL hoặc MongoDB."	"VTT_CUE"	"vi"	"11045"	""	""	""
"CURRENT_LIBRARY"	"32"	"her_7pa0vrg"	"Spring Security | FULL COURSE"	"a1-note-LIBRARY_32-5"	"14130"	"JWT được tạo thành token gồm payload, header và chữ ký trước khi gửi cho client."	"VTT_CUE"	"vi"	"14130"	""	""	""
"CURRENT_LIBRARY"	"33"	"Gjnup-PuquQ"	"Docker in 100 Seconds"	"a1-note-LIBRARY_33-1"	"58"	"Docker image là snapshot phần mềm cùng các dependency; container chạy image đó."	"VTT_CUE"	"vi"	"58"	"a1-task-has-33"	"Ôn mối quan hệ giữa image và container"	"UPCOMING"
"CURRENT_LIBRARY"	"34"	"kkeFE6iRfMM"	"How To Choose The Right Database?"	"a1-note-LIBRARY_34-1"		"Xem lại bài về cách lựa chọn cơ sở dữ liệu và ghi lại các tiêu chí được nêu trong bài."	"SOURCE_METADATA"			"a1-task-has-34"	"Ôn các tiêu chí lựa chọn cơ sở dữ liệu"	""
"CURRENT_LIBRARY"	"35"	"Geq60OVyBPg"	"Software Testing Tutorial - Learn Unit Testing and Integration Testing"	"a1-note-LIBRARY_35-1"	"540"	"AssertJ cung cấp nhiều assertion giúp mã kiểm thử dễ đọc hơn."	"VTT_CUE"	"vi"	"540"	"a1-task-has-35"	"Ôn assertion dễ đọc với AssertJ"	"UPCOMING"
"CURRENT_LIBRARY"	"35"	"Geq60OVyBPg"	"Software Testing Tutorial - Learn Unit Testing and Integration Testing"	"a1-note-LIBRARY_35-2"	"1675"	"Có thể lưu kết quả kiểm tra tồn tại email vào biến boolean trước khi assert."	"VTT_CUE"	"vi"	"1675"	""	""	""
"CURRENT_LIBRARY"	"35"	"Geq60OVyBPg"	"Software Testing Tutorial - Learn Unit Testing and Integration Testing"	"a1-note-LIBRARY_35-3"	"2824"	"Mockito được dùng để tạo mock cho student repository trong bài kiểm thử."	"VTT_CUE"	"vi"	"2824"	""	""	""
"CURRENT_LIBRARY"	"35"	"Geq60OVyBPg"	"Software Testing Tutorial - Learn Unit Testing and Integration Testing"	"a1-note-LIBRARY_35-4"	"4056"	"BDDMockito.given dùng để cấu hình giá trị trả về cho lời gọi repository trong test."	"VTT_CUE"	"vi"	"4056"	""	""	""
"CURRENT_LIBRARY"	"36"	"iYM2zFP3Zn0"	"HTTP Crash Course & Exploration"	"a1-note-LIBRARY_36-1"	"337"	"Request body chứa các trường biểu mẫu hoặc dữ liệu gửi lên server."	"VTT_CUE"	"vi"	"337"	"a1-task-has-36"	"Ôn cấu trúc HTTP request"	"UPCOMING"
"CURRENT_LIBRARY"	"36"	"iYM2zFP3Zn0"	"HTTP Crash Course & Exploration"	"a1-note-LIBRARY_36-2"	"1014"	"GET request có thể trả về mã HTML và các response headers để kiểm tra kết quả."	"VTT_CUE"	"vi"	"1014"	""	""	""
"CURRENT_LIBRARY"	"36"	"iYM2zFP3Zn0"	"HTTP Crash Course & Exploration"	"a1-note-LIBRARY_36-3"	"1892"	"Token xác thực có thể được gửi trong header của request."	"VTT_CUE"	"vi"	"1892"	""	""	""
"HISTORICAL_H1"		"-XsRLyKV9_k"	"#5 Làm Việc Nhóm Với Git | Git Siêu Dễ Cho Beginners Từ A Đến Z"	"a1-note-H1_GIT_TEAMWORK-1"	"318"	"Mã được lưu ở nơi dùng chung, nhưng máy cá nhân vẫn cần lấy về các thay đổi mới."	"VTT_CUE"	"vi-orig"	"318"	"a1-task-has-37"	"Lấy thay đổi từ nơi lưu trữ chung về máy"	""
"HISTORICAL_H1"		"-XsRLyKV9_k"	"#5 Làm Việc Nhóm Với Git | Git Siêu Dễ Cho Beginners Từ A Đến Z"	"a1-note-H1_GIT_TEAMWORK-2"	"871"	"Thay đổi trên một nhánh chưa xuất hiện ở nhánh khác; cần kiểm tra nội dung tệp trên từng nhánh."	"VTT_CUE"	"vi-orig"	"871"	""	""	""
